GeneID	Symbol	Description	log2FC	Pvalue
213	ALB	albumin	-7.49	19.272
166824	RASSF6	Ras association domain family member 6	1.022	2.955
3576	CXCL8	C-X-C motif chemokine ligand 8	-4.483	18.216
6372	CXCL6	C-X-C motif chemokine ligand 6	-3.558	11.317
2919	CXCL1	C-X-C motif chemokine ligand 1	-1.934	5.072
6374	CXCL5	C-X-C motif chemokine ligand 5	-2.471	5.025
2921	CXCL3	C-X-C motif chemokine ligand 3	-1.891	5.733
105377275	LOC105377275	uncharacterized LOC105377275	-1.334	4.6
2920	CXCL2	C-X-C motif chemokine ligand 2	-2.77	10.85
2069	EREG	epiregulin	-2.545	9.302
374	AREG	amphiregulin	-2.107	6.832
25849	PARM1	prostate androgen-regulated mucin-like protein 1	1.568	5.488
100506253	LOC100506253	uncharacterized LOC100506253	1.551	3.1
8999	CDKL2	cyclin dependent kinase like 2	1.535	3.278
27163	NAAA	N-acylethanolamine acid amidase	1.62	9.789
4283	CXCL9	C-X-C motif chemokine ligand 9	-1.767	3.884
419	ART3	ADP-ribosyltransferase 3 (inactive)	-1.998	2.89
3627	CXCL10	C-X-C motif chemokine ligand 10	-1.822	3.974
6373	CXCL11	C-X-C motif chemokine ligand 11	-3.105	8.21
105377290	LOC105377290	uncharacterized LOC105377290	1.669	6.958
306	ANXA3	annexin A3	-1.381	8.514
100505702	LINC01094	long intergenic non-protein coding RNA 1094	-1.216	4.22
651	BMP3	bone morphogenetic protein 3	2.497	3.174
5593	PRKG2	protein kinase cGMP-dependent 2	2.373	6.021
51316	PLAC8	placenta associated 8	2.062	4.674
84803	GPAT3	glycerol-3-phosphate acyltransferase 3	1.626	5.223
102723338	LOC102723338	uncharacterized LOC102723338	1.469	3.393
5602	MAPK10	mitogen-activated protein kinase 10	1.014	3.549
5783	PTPN13	protein tyrosine phosphatase non-receptor type 13	-1.003	2.606
345275	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13	-6.332	15.611
8404	SPARCL1	SPARC like 1	1.547	3.737
3381	IBSP	integrin binding sialoprotein	-6.704	13.962
6696	SPP1	secreted phosphoprotein 1	-4.962	22.453
9429	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	2.173	6.738
27306	HPGDS	hematopoietic prostaglandin D synthase	1.53	4.752
8633	UNC5C	unc-5 netrin receptor C	1.773	9.632
105377335	UNC5C-AS1	UNC5C antisense RNA 1	1.307	5.889
10098	TSPAN5	tetraspanin 5	-1.001	4.812
100507053	LOC100507053	uncharacterized LOC100507053	-1.928	4.028
127	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	-7.635	20.911
130	ADH6	alcohol dehydrogenase 6 (class V)	-1.612	2.675
124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	-2.914	4.805
4547	MTTP	microsomal triglyceride transfer protein	-5.696	11.832
55024	BANK1	B cell scaffold protein with ankyrin repeats 1	1.524	4.996
133308	SLC9B2	solute carrier family 9 member B2	-1.517	5.822
27123	DKK2	dickkopf WNT signaling pathway inhibitor 2	-4.243	15.103
51176	LEF1	lymphoid enhancer binding factor 1	-1.701	5.006
641518	LEF1-AS1	LEF1 antisense RNA 1	-1.883	5.898
3426	CFI	complement factor I	-3.954	15.647
2028	ENPEP	glutamyl aminopeptidase	-1.555	4.863
287	ANK2	ankyrin 2	1.875	5.546
105377382	LOC105377382	uncharacterized LOC105377382	1.083	2.663
8492	PRSS12	serine protease 12	1.247	3.667
171024	SYNPO2	synaptopodin 2	1.014	2.966
2169	FABP2	fatty acid binding protein 2	1.937	2.89
8654	PDE5A	phosphodiesterase 5A	1.206	3.616
4085	MAD2L1	mitotic arrest deficient 2 like 1	-1.49	7.604
890	CCNA2	cyclin A2	-1.125	5.022
22824	HSPA4L	heat shock protein family A (Hsp70) member 4 like	-1.008	2.231
57575	PCDH10	protocadherin 10	1.447	2.284
23657	SLC7A11	solute carrier family 7 member 11	-1.855	6.839
1909	EDNRA	endothelin receptor type A	-1.689	6.753
4306	NR3C2	nuclear receptor subfamily 3 group C member 2	1.82	5.594
105377483	LOC105377483	uncharacterized LOC105377483	2.729	2.92
285423	IQCM	IQ motif containing M	1.846	3.135
201798	TIGD4	tigger transposable element derived 4	-1.464	6.091
84057	MND1	meiotic nuclear divisions 1	-1.412	7.128
7097	TLR2	toll like receptor 2	-1.193	4.631
54798	DCHS2	dachsous cadherin-related 2	1.791	3.318
2244	FGB	fibrinogen beta chain	-8.44	22.31
2243	FGA	fibrinogen alpha chain	-8.349	21.98
2266	FGG	fibrinogen gamma chain	-8.467	21.998
9227	LRAT	lecithin retinol acyltransferase	-1.754	2.216
2982	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	-1.125	3.695
6999	TDO2	tryptophan 2,3-dioxygenase	-3.757	12.57
2743	GLRB	glycine receptor beta	-1.567	4.178
6307	MSMO1	methylsterol monooxygenase 1	-1.076	4.422
50859	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	1.843	3.804
55601	DDX60	DExD/H-box helicase 60	1.248	7.479
9848	MFAP3L	microfibril associated protein 3 like	-1.491	5.419
51166	AADAT	aminoadipate aminotransferase	-1.184	5.637
107986326	LOC107986326	uncharacterized LOC107986326	-1.292	5.393
3248	HPGD	15-hydroxyprostaglandin dehydrogenase	1.98	6.355
105377548	LOC105377548	uncharacterized LOC105377548	1.476	5.143
116966	WDR17	WD repeat domain 17	1.514	3.63
55247	NEIL3	nei like DNA glycosylase 3	-1.154	4.801
56977	STOX2	storkhead box 2	1.22	3.952
133121	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	2.402	5.87
102723766	LINC02362	long intergenic non-protein coding RNA 2362	1.263	3.089
2180	ACSL1	acyl-CoA synthetase long chain family member 1	-2.206	7.834
7098	TLR3	toll like receptor 3	1.456	6.331
3818	KLKB1	kallikrein B1	-3.709	7.756
2160	F11	coagulation factor XI	-6.381	16.606
285441	F11-AS1	F11 antisense RNA 1	-3.962	8.072
4543	MTNR1A	melatonin receptor 1A	1.439	2.117
6550	SLC9A3	solute carrier family 9 member A3	1.829	4.104
25845	PP7080	uncharacterized LOC25845	1.473	3.736
100288152	SLC9A3-AS1	SLC9A3 antisense RNA 1	1.389	2.814
105374608	LOC105374608	uncharacterized LOC105374608	-3.322	10.97
55722	CEP72	centrosomal protein 72	-1.396	10.257
9319	TRIP13	thyroid hormone receptor interactor 13	-2.053	11.912
85409	NKD2	NKD inhibitor of WNT signaling pathway 2	-2.69	9.273
340024	SLC6A19	solute carrier family 6 member 19	2.472	3.359
153572	IRX2	iroquois homeobox 2	-2.055	2.304
153571	IRX2-DT	IRX2 divergent transcript	-2.052	2.033
255167	LINC01018	long intergenic non-protein coding RNA 1018	-4.946	10.217
134147	CMBL	carboxymethylenebutenolidase homolog	1.192	4.19
651746	ANKRD33B	ankyrin repeat domain 33B	1.168	7.67
1501	CTNND2	catenin delta 2	1.492	3.55
1767	DNAH5	dynein axonemal heavy chain 5	-2.68	8.48
106635539	SNORA105A	small nucleolar RNA, H/ACA box 105A	-1.296	7.599
1004	CDH6	cadherin 6	-1.525	8.958
81792	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	-3.161	21.841
55299	BRIX1	biogenesis of ribosomes BRX1	-1.203	10.691
133686	NADK2	NAD kinase 2, mitochondrial	-1.386	5.273
202151	RANBP3L	RAN binding protein 3 like	-2.51	4.122
6507	SLC1A3	solute carrier family 1 member 3	-1.985	7.403
2668	GDNF	glial cell derived neurotrophic factor	1.393	2.373
100506495	LIFR-AS1	LIFR antisense RNA 1	1.083	2.501
735	C9	complement C9	-8.198	20.602
5734	PTGER4	prostaglandin E receptor 4	1.247	9.616
729	C6	complement C6	-6.154	16.193
56477	CCL28	C-C motif chemokine ligand 28	1.651	3.695
375444	C5orf34	chromosome 5 open reading frame 34	-1.147	6.099
3673	ITGA2	integrin subunit alpha 2	-1.503	8.8
10468	FST	follistatin	-2.317	5.416
11082	ESM1	endothelial cell specific molecule 1	-4.208	16.166
3001	GZMA	granzyme A	1.077	3.039
493869	GPX8	glutathione peroxidase 8 (putative)	-1.053	4.348
345643	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	-3.576	9.233
10309	CCNO	cyclin O	-2.219	6.917
166968	MIER3	MIER family member 3	1.339	10.107
11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	-1.649	8.495
64105	CENPK	centromere protein K	-1.03	5.021
891	CCNB1	cyclin B1	-1.284	5.853
64946	CENPH	centromere protein H	-1.222	7.146
134285	TMEM171	transmembrane protein 171	1.965	6.536
340090	LOC340090	uncharacterized LOC340090	1.62	3.467
2297	FOXD1	forkhead box D1	-2.38	3.581
8507	ENC1	ectodermal-neural cortex 1	-1.459	12.159
51301	GCNT4	glucosaminyl (N-acetyl) transferase 4	1.719	4.641
2151	F2RL2	coagulation factor II thrombin receptor like 2	-1.371	2.766
2149	F2R	coagulation factor II thrombin receptor	-1.295	9.648
1393	CRHBP	corticotropin releasing hormone binding protein	-4.374	9.725
29958	DMGDH	dimethylglycine dehydrogenase	-4.838	10.578
23743	BHMT2	betaine--homocysteine S-methyltransferase 2	-4	8.027
635	BHMT	betaine--homocysteine S-methyltransferase	-6.429	15.248
9456	HOMER1	homer scaffold protein 1	-2.04	12.659
1160	CKMT2	creatine kinase, mitochondrial 2	-2.888	8.817
23635	SSBP2	single stranded DNA binding protein 2	1.198	4.433
1462	VCAN	versican	-1.413	8.613
1404	HAPLN1	hyaluronan and proteoglycan link protein 1	2.077	2.775
10085	EDIL3	EGF like repeats and discoidin domains 3	1.57	5.767
105379057	EDIL3-DT	EDIL3 divergent transcript	1.601	5.477
101929423	MEF2C-AS1	MEF2C antisense RNA 1	1.355	3.924
100505994	LUCAT1	lung cancer associated transcript 1	-3.5	9.117
90355	MACIR	macrophage immunometabolism regulator	1.123	6.05
107986389	NIHCOLE	ncRNA involved in NHEJ oncogenic ligation efficiency	-5.361	12.703
1946	EFNA5	ephrin A5	1.112	2.457
64097	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	1.007	3.403
54508	EPB41L4A-DT	EPB41L4A divergent transcript	1.119	2.976
55521	TRIM36	tripartite motif containing 36	1.253	4.111
1036	CDO1	cysteine dioxygenase type 1	-4.161	8.598
57556	SEMA6A	semaphorin 6A	1.451	5.349
101927233	SEMA6A-AS1	SEMA6A antisense RNA 1	1.386	5.567
105379132	SEMA6A-AS2	SEMA6A antisense RNA 2	1.567	5.838
4015	LOX	lysyl oxidase	-1.115	3.895
153163	MGC32805	uncharacterized LOC153163	-1.434	2.639
65983	GRAMD2B	GRAM domain containing 2B	1.192	10.206
84466	MEGF10	multiple EGF like domains 10	1.418	5.052
28965	SLC27A6	solute carrier family 27 member 6	2.717	5.723
337876	CHSY3	chondroitin sulfate synthase 3	-1.492	9.086
23305	ACSL6	acyl-CoA synthetase long chain family member 6	-4.123	14.036
6583	SLC22A4	solute carrier family 22 member 4	1.06	6.256
553103	MIR3936HG	MIR3936 host gene	1.159	8.973
6584	SLC22A5	solute carrier family 22 member 5	1.44	10.105
116842	LEAP2	liver enriched antimicrobial peptide 2	-2.607	4.843
6932	TCF7	transcription factor 7	-1.411	7.652
101927953	EPIST	esophagus epithelial intergenic associated transcript	2	5.281
9547	CXCL14	C-X-C motif chemokine ligand 14	1.556	3.126
105379189	LOC105379189	uncharacterized LOC105379189	-2.633	16.556
7045	TGFBI	transforming growth factor beta induced	-2.411	15.881
389332	SMIM32	small integral membrane protein 32	1.165	2.732
57113	TRPC7	transient receptor potential cation channel subfamily C member 7	1.455	3.609
9499	MYOT	myotilin	1.433	2.347
10112	KIF20A	kinesin family member 20A	-1.496	8.959
2676	GFRA3	GDNF family receptor alpha 3	1.525	2.357
26045	LRRTM2	leucine rich repeat transmembrane neuronal 2	1.071	2.893
724102	SNHG4	small nucleolar RNA host gene 4	-1.041	4.69
51237	MZB1	marginal zone B and B1 cell specific protein	1.627	4.579
202051	SPATA24	spermatogenesis associated 24	1.016	6.522
111082989	CXXC5-AS1	CXXC5 antisense RNA 1	-1.31	5.418
9542	NRG2	neuregulin 2	1.576	3.009
56128	PCDHB8	protocadherin beta 8	-1.179	2.545
57717	PCDHB16	protocadherin beta 16	-1.607	3.136
56127	PCDHB9	protocadherin beta 9	-2.027	5.44
56122	PCDHB14	protocadherin beta 14	-1.168	4.695
285613	RELL2	RELT like 2	-1.037	4.549
107986454	LOC107986454	uncharacterized LOC107986454	1.015	2.941
2246	FGF1	fibroblast growth factor 1	-1.328	4.043
5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	1.407	5.186
389336	C5orf46	chromosome 5 open reading frame 46	-6.771	14.708
11005	SPINK5	serine peptidase inhibitor Kazal type 5	1.632	2.767
3360	HTR4	5-hydroxytryptamine receptor 4	1.619	2.47
79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	-2.649	11.931
22885	ABLIM3	actin binding LIM protein family member 3	-1.18	2.621
389337	ARHGEF37	Rho guanine nucleotide exchange factor 37	1.015	4.07
5145	PDE6A	phosphodiesterase 6A	2.528	5.212
1836	SLC26A2	solute carrier family 26 member 2	2.666	6.437
5159	PDGFRB	platelet derived growth factor receptor beta	-1.163	5.678
6534	SLC6A7	solute carrier family 6 member 7	1.375	3.858
815	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	1.481	5.637
6949	TCOF1	treacle ribosome biogenesis factor 1	-1.072	11.073
206358	SLC36A1	solute carrier family 36 member 1	1.516	10.126
6678	SPARC	secreted protein acidic and cysteine rich	-1.817	9.245
101927096	CLMAT3	colorectal liver metastasis associated transcript 3	-1.889	9.994
147	ADRA1B	adrenoceptor alpha 1B	-1.44	3.607
2172	FABP6	fatty acid binding protein 6	-3.542	6.574
79616	CCNJL	cyclin J like	1.344	4.797
114898	C1QTNF2	C1q and TNF related 2	1.256	5.104
9232	PTTG1	PTTG1 regulator of sister chromatid separation, securin	-1.084	4.569
3161	HMMR	hyaluronan mediated motility receptor	-1.195	4.76
101927813	HMMR-AS1	HMMR antisense RNA 1	-1.254	4.928
6586	SLIT3	slit guidance ligand 3	1.485	5.382
101927969	SLIT3-AS2	SLIT3 antisense RNA 2	1.226	3.019
54908	SPDL1	spindle apparatus coiled-coil protein 1	-1.059	9.85
2568	GABRP	gamma-aminobutyric acid type A receptor subunit pi	-2.106	5.389
4869	NPM1	nucleophosmin 1	-1.048	11.913
8817	FGF18	fibroblast growth factor 18	-1.958	5.532
285590	SH3PXD2B	SH3 and PX domains 2B	-1.167	9.11
8614	STC2	stanniocalcin 2	-3.564	17.401
101928154	LINC01485	long intergenic non-protein coding RNA 1485	-6.093	14.915
51617	NSG2	neuronal vesicle trafficking associated 2	2.513	3.312
107986483	LOC107986483		-3.807	3.569
4488	MSX2	msh homeobox 2	-3.698	10.454
643201	LOC643201	centrosomal protein 192kDa pseudogene	1.567	3.075
54825	CDHR2	cadherin related family member 2	1.145	3.123
3101	HK3	hexokinase 3	-1.428	6.121
2264	FGFR4	fibroblast growth factor receptor 4	-1.119	5.066
2161	F12	coagulation factor XII	-3.251	12.045
340037	PRR7-AS1	PRR7 antisense RNA 1	-1.059	3.906
80758	PRR7	proline rich 7, synaptic	-2.205	16.316
9260	PDLIM7	PDZ and LIM domain 7	-1.262	3.984
9509	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	-2.734	20.571
255426	RASGEF1C	RasGEF domain family member 1C	1.854	2.817
9945	GFPT2	glutamine-fructose-6-phosphate transaminase 2	-1.091	2.468
79908	BTNL8	butyrophilin like 8	2.21	4.761
10917	BTNL3	butyrophilin like 3	1.992	3.86
153579	BTNL9	butyrophilin like 9	-1.002	3.009
102723922	LOC102723922		1.218	5.039
3662	IRF4	interferon regulatory factor 4	2.035	6.544
105374879	LOC105374879	uncharacterized LOC105374879	-2.834	7.399
107986554	LOC107986554		-4.979	20.088
94234	FOXQ1	forkhead box Q1	-5.155	22.032
105374880	FOXF2-DT	FOXF2 divergent transcript	1.554	3.648
2295	FOXF2	forkhead box F2	1.817	4.73
102466720	MIR6720	microRNA 6720	1.992	6.275
2296	FOXC1	forkhead box C1	-1.432	4.63
63027	SLC22A23	solute carrier family 22 member 23	1.288	7.976
105374890	LOC105374890	uncharacterized LOC105374890	1.237	4.416
643327	LOC643327	uncharacterized LOC643327	1.184	7.225
221749	PXDC1	PX domain containing 1	-1.641	4.674
100507506	ECI2-DT	ECI2 divergent transcript	1.488	4.491
10799	RPP40	ribonuclease P/MRP subunit p40	-1.363	11.55
100129461	LYRM4-AS1	LYRM4 antisense RNA 1	-1.152	10.503
654	BMP6	bone morphogenetic protein 6	1.102	7.487
9521	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	-1.121	11.167
7020	TFAP2A	transcription factor AP-2 alpha	-2.065	5.768
109729173	TFAP2A-AS2	TFAP2A antisense RNA 2	-2.294	9.05
2651	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	1.797	5.303
55003	PAK1IP1	PAK1 interacting protein 1	-1.004	13.155
54898	ELOVL2	ELOVL fatty acid elongase 2	-3.9	9.047
84830	ADTRP	androgen dependent TFPI regulating protein	2.067	4.109
107986566	LOC107986566		2.047	4.274
107986569	LOC107986569		1.762	3.687
105374947	LOC105374947	uncharacterized LOC105374947	-1.384	4.017
221662	RBM24	RNA binding motif protein 24	1.483	3.352
6659	SOX4	SRY-box transcription factor 4	-1.312	8.708
401237	CASC15	cancer susceptibility 15	-1.727	5.062
51567	TDP2	tyrosyl-DNA phosphodiesterase 2	1.337	6.793
8418	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene	1.18	3.577
10590	SCGN	secretagogin, EF-hand calcium binding protein	2.39	4.255
6568	SLC17A1	solute carrier family 17 member 1	-2.853	4.545
10050	SLC17A4	solute carrier family 17 member 4	2.22	6.745
3006	H1-2	H1.2 linker histone, cluster member	1.116	5.778
8367	H4C5	H4 clustered histone 5	-1.035	2.138
8329	H2AC13	H2A clustered histone 13	1.042	3.026
8330	H2AC15	H2A clustered histone 15	-1.112	2.063
8341	H2BC15	H2B clustered histone 15	-1.17	3.13
10537	UBD	ubiquitin D	-2.878	9.972
135644	TRIM40	tripartite motif containing 40	2.043	5.074
105379695	IER3-AS1	IER3 antisense RNA 1	-1.468	6.653
8870	IER3	immediate early response 3	-1.427	6.256
534	ATP6V1G2	ATPase H+ transporting V1 subunit G2	1.81	6.262
55937	APOM	apolipoprotein M	-2.012	6.27
110599563	LY6G6F-LY6G6D	LY6G6F-LY6G6D readthrough	-4.072	9.133
259215	LY6G6F	lymphocyte antigen 6 family member G6F	-3.676	8.863
79136	LY6G6E	lymphocyte antigen 6 family member G6E (pseudogene)	-3.723	8.237
58530	LY6G6D	lymphocyte antigen 6 family member G6D	-4.02	8.449
80740	LY6G6C	lymphocyte antigen 6 family member G6C	-1.703	2.556
7407	VARS1	valyl-tRNA synthetase 1	-1.079	11.167
26797	SNORD52	small nucleolar RNA, C/D box 52	-1.247	6.727
80736	SLC44A4	solute carrier family 44 member 4	1.033	2.68
717	C2	complement C2	-2.316	9.453
221527	ZBTB12	zinc finger and BTB domain containing 12	-1.391	10.376
102060414	C2-AS1	C2 antisense RNA 1	-2.968	8.892
629	CFB	complement factor B	-3.92	13.805
720	C4A	complement C4A (Rodgers blood group)	-3.409	9.621
7146	TNXA	tenascin XA (pseudogene)	1.198	2.038
721	C4B	complement C4B (Chido blood group)	-3.398	9.698
7148	TNXB	tenascin XB	1.452	3.092
4855	NOTCH4	notch receptor 4	-1.122	6.086
8705	B3GALT4	beta-1,3-galactosyltransferase 4	1.095	5.989
3833	KIFC1	kinesin family member C1	-1.242	5.709
3159	HMGA1	high mobility group AT-hook 1	-1.423	9.018
102465502	MIR6835	microRNA 6835	-1.784	5.787
222663	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	-1.693	3.247
57699	CPNE5	copine 5	1.615	10.288
51645	PPIL1	peptidylprolyl isomerase like 1	-1.129	13.962
221476	PI16	peptidase inhibitor 16	2.169	3.663
222643	UNC5CL	unc-5 family C-terminal like	-2.183	11.206
54209	TREM2	triggering receptor expressed on myeloid cells 2	-1.623	5.861
54210	TREM1	triggering receptor expressed on myeloid cells 1	-3.793	16.366
101060264	FOXP4-AS1	FOXP4 antisense RNA 1	-1.634	7.444
4188	MDFI	MyoD family inhibitor	-2.765	12.863
705	BYSL	bystin like	-1.419	16.054
105375061	LOC105375061	uncharacterized LOC105375061	1.345	9.581
107080644	CNPY3-GNMT	CNPY3-GNMT readthrough	-1.081	4.602
5754	PTK7	protein tyrosine kinase 7 (inactive)	-1.643	6.721
9533	POLR1C	RNA polymerase I and III subunit C	-1.045	9.647
57510	XPO5	exportin 5	-1.314	13.008
7422	VEGFA	vascular endothelial growth factor A	-1.708	8.826
101929705	SCIRT	stem cell inhibitory RNA transcript	-4.093	14.186
221416	LINC03040	long intergenic non-protein coding RNA 3040	-4.087	12.688
2030	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	-1.379	5.148
3326	HSP90AB1	heat shock protein 90 alpha family class B member 1	-1.396	11.596
441151	TMEM151B	transmembrane protein 151B	2.625	6.191
53405	CLIC5	chloride intracellular channel 5	1.48	5.736
10231	RCAN2	regulator of calcineurin 2	1.514	5.71
51302	CYP39A1	cytochrome P450 family 39 subfamily A member 1	-1.592	7.458
4224	MEP1A	meprin A subunit alpha	1.768	4.15
221395	ADGRF5	adhesion G protein-coupled receptor F5	-1.059	5.397
442213	PTCHD4	patched domain containing 4	-1.362	2.69
5314	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	-2.859	6.137
4172	MCM3	minichromosome maintenance complex component 3	-1.112	9.654
85315	PAQR8	progestin and adipoQ receptor family member 8	1.297	5.55
2939	GSTA2	glutathione S-transferase alpha 2	-2.738	5.045
2938	GSTA1	glutathione S-transferase alpha 1	-1.817	3.061
60481	ELOVL5	ELOVL fatty acid elongase 5	-1.504	8.784
401265	KLHL31	kelch like family member 31	-1.721	9.995
27283	TINAG	tubulointerstitial nephritis antigen	1.038	2.771
54511	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	1.392	3.737
653	BMP5	bone morphogenetic protein 5	2.132	5.514
9532	BAG2	BAG cochaperone 2	-1.124	3.372
577	ADGRB3	adhesion G protein-coupled receptor B3	1.82	5.774
1310	COL19A1	collagen type XIX alpha 1 chain	2.41	6.501
105377847	LOC105377847	uncharacterized LOC105377847	-2.114	3.508
101928353	LINC01610	long intergenic non-protein coding RNA 1610	-2.92	5.513
56479	KCNQ5	potassium voltage-gated channel subfamily Q member 5	1.76	5.813
1303	COL12A1	collagen type XII alpha 1 chain	-1.273	2.849
112267857	LOC112267857	replaced by ID 83699	1.475	6.576
7272	TTK	TTK protein kinase	-1.273	4.992
102724168	LINC02542	long intergenic non-protein coding RNA 2542	-1.182	2.289
167681	PRSS35	serine protease 35	-2.248	7.731
9892	SNAP91	synaptosome associated protein 91	1.685	2.191
9096	TBX18	T-box transcription factor 18	-1.572	3.028
101928820	LINC02535	long intergenic non-protein coding RNA 2535	1.333	3.439
1268	CNR1	cannabinoid receptor 1	2.565	5.55
81491	GPR63	G protein-coupled receptor 63	1.008	2.695
100422737	LINC02532	long intergenic non-protein coding RNA 2532	-1.515	2.094
84154	RPF2	ribosome production factor 2 homolog	-1.075	10.452
285758	MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation	1.292	5.789
1300	COL10A1	collagen type X alpha 1 chain	-6.111	26.965
222553	SLC35F1	solute carrier family 35 member F1	1.412	2.446
105377979	LOC105377979	uncharacterized LOC105377979	1.531	2.063
5570	PKIB	cAMP-dependent protein kinase inhibitor beta	2.295	6.309
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	1.802	8.028
7164	TPD52L1	TPD52 like 1	-1.268	6
387103	CENPW	centromere protein W	-1.326	5.976
387104	SOGA3	SOGA family member 3	1.081	3.328
9729	KIAA0408	KIAA0408	1.346	3.864
387357	THEMIS	thymocyte selection associated	1.012	2.738
383	ARG1	arginase 1	-6.515	17.096
8876	VNN1	vanin 1	-2.453	4.123
55350	VNN3P	vanin 3, pseudogene	-5.042	11.705
100507308	TARID	TCF21 antisense RNA inducing promoter demethylation	2.29	7.195
6943	TCF21	transcription factor 21	1.6	5
154091	SLC2A12	solute carrier family 2 member 12	-1.296	3.968
64577	ALDH8A1	aldehyde dehydrogenase 8 family member A1	-6.046	13.958
113115	MTFR2	mitochondrial fission regulator 2	-1.378	6.529
340146	SLC35D3	solute carrier family 35 member D3	-4.335	10.621
64065	PERP	p53 apoptosis effector related to PMP22	-1.005	6.79
10370	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	1.23	8.147
51390	AIG1	androgen induced 1	-1.167	5.999
10090	UST	uronyl 2-sulfotransferase	1.082	3.439
80328	ULBP2	UL16 binding protein 2	-3.552	10.217
154064	RAET1L	retinoic acid early transcript 1L	-4.724	10.64
79465	ULBP3	UL16 binding protein 3	-1.637	10.452
25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	-2.179	19.123
84624	FNDC1	fibronectin type III domain containing 1	-1.786	3.878
6580	SLC22A1	solute carrier family 22 member 1	-6.808	17.507
6581	SLC22A3	solute carrier family 22 member 3	-3.301	15.919
80350	LPAL2	lipoprotein(a) like 2, pseudogene	-1.89	5.362
4018	LPA	lipoprotein(a)	-6.189	14.25
5340	PLG	plasminogen	-8.445	22.28
10846	PDE10A	phosphodiesterase 10A	-1.295	5.364
54346	UNC93A	unc-93 homolog A	-3.331	8.918
441178	LINC02487	long intergenic non-protein coding RNA 2487	-1.397	4.36
26238	LINC01558	long intergenic non-protein coding RNA 1558	-1.083	3.237
441179	LOC441179	uncharacterized LOC441179	-1.173	3.996
79981	FRMD1	FERM domain containing 1	1.612	4.592
7058	THBS2	thrombospondin 2	-3.184	14.06
54905	CYP2W1	cytochrome P450 family 2 subfamily W member 1	-2.528	5.198
2852	GPER1	G protein-coupled estrogen receptor 1	1.405	3.64
392617	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	-2.664	13.42
101927125	ELFN1-AS1	ELFN1 antisense RNA 1	-3.368	9.875
105375127	LOC105375127	uncharacterized LOC105375127	-2.138	7.632
8662	EIF3B	eukaryotic translation initiation factor 3 subunit B	-1.121	10.991
80727	TTYH3	tweety family member 3	-1.498	12.034
155185	AMZ1	archaelysin family metallopeptidase 1	-1.345	3.587
100129484	LINC02983	long intergenic non-protein coding RNA 2983	-1.197	5.585
6624	FSCN1	fascin actin-bundling protein 1	-1.409	5.315
107986762	LOC107986762		-1.26	4.024
340267	COL28A1	collagen type XXVIII alpha 1 chain	1.16	2.367
100505938	ICA1-AS1	ICA1 antisense RNA 1	-1.425	4.215
85477	SCIN	scinderin	1.859	6.855
392636	AGMO	alkylglycerol monooxygenase	-2.669	4.415
4223	MEOX2	mesenchyme homeobox 2	1.19	2.887
105375166	LOC105375166	uncharacterized LOC105375166	1.558	3.553
25928	SOSTDC1	sclerostin domain containing 1	1.342	2.006
9734	HDAC9	histone deacetylase 9	1.248	4.761
7291	TWIST1	twist family bHLH transcription factor 1	-1.311	3.211
101927668	LOC101927668	uncharacterized LOC101927668	-2.069	10.367
346389	MACC1	MET transcriptional regulator MACC1	-2.287	12.317
3696	ITGB8	integrin subunit beta 8	-1.145	5.153
102724143	LOC102724143		1.023	3.933
541472	IL6-AS1	IL6 antisense RNA 1	-2.669	5.624
3569	IL6	interleukin 6	-2.617	6.121
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	-4.18	10.133
56164	STK31	serine/threonine kinase 31	-3.015	11.612
